10.732,13.994,592.75,2291.3,2627.5
3671.3,4174.3,3681.8,3648.6,3832.3
2934.5,3194.7,2432.8,3789,1878
1066.1,1068.1,1655.3,1907.1,3667.1
2105.8,2127.1,2101.7,2618.6,2408.8
2163.3,2168.7,2166.8,2586.2,3465
2327.4,2304.2,2303.9,2756.2,2535.2
2725,2749.2,2720,2725.4,2512.5
3991.6,3590.5,3474,3603.9,3661.6
3803.4,3806.7,3801,3806.2,3797.7
3660.1,3592.2,3665.3,3600.7,3594.9
3547.2,3568.6,3537.5,3577.5,3566
