NaN,NaN,NaN,-110.2
NaN,22525,958.46,-110.2
29443,219.76,54.919,-110.2
-60.388,-63.314,-110.2,-110.2
-109.95,-109.95,-110.2,-110.2
-110.2,-110.2,-110.2,-110.2
-110.2,-110.2,-110.2,-110.2
-110.2,-110.2,-110.2,-110.2
-110.2,-110.2,-110.2,-110.2
-110.2,-110.2,-110.2,-110.2
-110.2,-110.2,-110.2,-110.2
